Word,Root,Affix,Tag,PoS_root,PoS_word,tag_splitted
таарынмаксыз,таарын,максыз,INF_4_2SGF,VERB,VERB,"['INF', '4', '2SGF']"
токочуңдан,токоч,уңдан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
отуз төртүнчүсүздөр,отуз төрт,үнчү-сүздөр,NUM_ORD_3PL,NUM,NUM,"['NUM', 'ORD', '3PL']"
каармансыз,каарман,сыз,2SGF,NOUN,NOUN,['2SGF']
баштагансыз,Башта,ган-сыз,PST_INDF_2SGF,VERB,VERB,"['PST', 'INDF', '2SGF']"
мактамак,Макта,мак,INF_4,VERB,VERB,"['INF', '4']"
жарандан,жаран,дан,ABL,NOUN,NOUN,['ABL']
ырларым,ыр,ларым,PL_POSS_1SG,NOUN,NOUN,"['PL', 'POSS', '1SG']"
касапчыларыңыздардан,касапчы,ларыңыздардан,PL_POSS_2PLF_ABL,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ABL']"
тилдебейсиз,тилде,бе-йсиз,NEG_2SGF,VERB,VERB,"['NEG', '2SGF']"
мекенимдин,мекен,имдин,POSS_1SG_GEN,NOUN,NOUN,"['POSS', '1SG', 'GEN']"
атам,ата,м,POSS_1SG,NOUN,NOUN,"['POSS', '1SG']"
сүйлөп жатамын,Сүйлө,п-жатамын,PRES_1SG,VERB,VERB,"['PRES', '1SG']"
тарыхымды,тарых,ымды,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
кемиттир,кемит,тир,CAUS_1,VERB,VERB,"['CAUS', '1']"
топтогонсуздар,топто,гон-суздар,PST_INDF_2PLF,VERB,VERB,"['PST', 'INDF', '2PLF']"
шыпырсын,Шыпыр,сын,JUS_SG,VERB,VERB,"['JUS', 'SG']"
берелик,Бер,елик,HOR_PL,VERB,VERB,"['HOR', 'PL']"
эстейсиздер,Эсте,й-сиздер,FUT_DEF_2PLF,VERB,VERB,"['FUT', 'DEF', '2PLF']"
атаңдын,ата,ңдын,POSS_2SG_GEN,NOUN,NOUN,"['POSS', '2SG', 'GEN']"
энелериңдин,эне,лериңдин,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
барарсың,Бар,ар-сың,FUT_INDF_2SG,VERB,VERB,"['FUT', 'INDF', '2SG']"
чымындарымдан,чымын,дарымдан,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
бийледиңер,Бийле,ди-ңер,PST_DEF_POSS_2PL,VERB,VERB,"['PST', 'DEF', 'POSS', '2PL']"
билсин,Бил,син,JUS_SG,VERB,VERB,"['JUS', 'SG']"
сүйлөмөксүз,Сүйлө,мөк-сүз,INF_4_2SGF,VERB,VERB,"['INF', '4', '2SGF']"
сааттарымдын,саат,тарымдын,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
кушуңузду,куш,уңузду,POSS_2SGF_ACC,NOUN,NOUN,"['POSS', '2SGF', 'ACC']"
периштелер,периште,лер,PL,NOUN,NOUN,['PL']
адашуу,адаш,уу,INF_2,VERB,VERB,"['INF', '2']"
өнөрлөрүңүздөрдү,өнөр,лөрүңүздөрдү,PL_POSS_2PLF_ACC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ACC']"
өстүрүптүрмүн,Өстүр,үптүр-мүн,PST_EVID_1SG,VERB,VERB,"['PST', 'EVID', '1SG']"
шымдарыңдан,шым,дарыңдан,PL_POSS_2SG_ABL,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ABL']"
издемексиң,Изде,мек-сиң,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
элүү төрттү,элүү төрт,тү,ACC,NUM,NUM,['ACC']
дүкөнүңөр,дүкөн,үңөр,POSS_2PL,NOUN,NOUN,"['POSS', '2PL']"
отуз сегизди,отуз сегиз,ди,ACC,NUM,NUM,['ACC']
көтөрүл,Көтөр,үл,PASS,VERB,VERB,['PASS']
окумуштууларды,окумуштуу,ларды,PL_ACC,NOUN,NOUN,"['PL', 'ACC']"
куткарчусуздар,куткар,чу-суз-дар,PST_ITER_2PLF,VERB,VERB,"['PST', 'ITER', '2PLF']"
байкаган,байка,ган,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
оюнуңу,оюн,уңу,POSS_2SG_ACC,NOUN,NOUN,"['POSS', '2SG', 'ACC']"
түзбөгөн,Түз,бө-гөн,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
топтойбуз,топто,йбуз,FUT_DEF_1PL,VERB,VERB,"['FUT', 'DEF', '1PL']"
жолдошторуман,жолдош,торуман,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
ташыңарга,таш,ыңарга,POSS_2PL_DAT,NOUN,NOUN,"['POSS', '2PL', 'DAT']"
жетимишинчибиз,жетимиш,инчи-биз,NUM_ORD_1PL,NUM,NUM,"['NUM', 'ORD', '1PL']"
дептерлеринен,дептер,леринен,PL_POSS_3PL_ABL,NOUN,NOUN,"['PL', 'POSS', '3PL', 'ABL']"
жылмайбайбыз,Жылмай,ба-йбыз,NEG_1PL,VERB,VERB,"['NEG', '1PL']"
өстүрмөнчө,Өстүр,мөйүнчө,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
окумуштууңдун,окумуштуу,ңдун,POSS_2SG_GEN,NOUN,NOUN,"['POSS', '2SG', 'GEN']"
курар,кур,ар,FUT_INDF,VERB,VERB,"['FUT', 'INDF']"
жазышты,Жаз,ыш-ты,RECP_PST_DEF_3SG,VERB,VERB,"['RECP', 'PST', 'DEF', '3SG']"
энесиңер,эне,сиңер,PERS_2PL,NOUN,NOUN,"['PERS', '2PL']"
иштейбиз,Иште,йбиз,FUT_DEF_1PL,VERB,VERB,"['FUT', 'DEF', '1PL']"
достошосуздар,Достош,о-суздар,FUT_DEF_2PLF,VERB,VERB,"['FUT', 'DEF', '2PLF']"
коштошчу,Коштош,чу,PREC_1,VERB,VERB,"['PREC', '1']"
жапмаксың,Жап,мак-сың,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
сапатыңдын,сапат,ыңдын,POSS_2SG_GEN,NOUN,NOUN,"['POSS', '2SG', 'GEN']"
конгум,Кон,гум,OPT_POSS_1SG,VERB,VERB,"['OPT', 'POSS', '1SG']"
сураптырсыңар,Сура,птыр-сыңар,PST_EVID_2PL,VERB,VERB,"['PST', 'EVID', '2PL']"
кошкуча,Кош,куча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
отуз экиден,отуз эки,ден,ABL,NUM,NUM,['ABL']
тазалаш,Тазала,ш,RECP,VERB,VERB,['RECP']
рестораныбыздын,ресторан,ыбыздын,POSS_1PL_GEN,NOUN,NOUN,"['POSS', '1PL', 'GEN']"
баспагай,Бас,ба-гай,PREM,VERB,VERB,['PREM']
шаарларбыз,шаар,ларбыз,PL_PERS_1PL,NOUN,NOUN,"['PL', 'PERS', '1PL']"
жараныбыздын,жаран,ыбыздын,POSS_1PL_GEN,NOUN,NOUN,"['POSS', '1PL', 'GEN']"
кармайсыңар,Карма,й-сыңар,FUT_DEF_2PL,VERB,VERB,"['FUT', 'DEF', '2PL']"
өтүптүрсүңөр,өт,үптүр-сүңөр,PST_EVID_2PL,VERB,VERB,"['PST', 'EVID', '2PL']"
мисалдарыбыздын,мисал,дарыбыздын,PL_POSS_1PL_GEN,NOUN,NOUN,"['PL', 'POSS', '1PL', 'GEN']"
бастыңыз,Бас,ты-ңыз,PST_DEF_POSS_2SGF,VERB,VERB,"['PST', 'DEF', 'POSS', '2SGF']"
жеңмекмин,Жең,мек-мин,INF_4_1SG,VERB,VERB,"['INF', '4', '1SG']"
дептерби,дептер,би,INT,NOUN,NOUN,['INT']
чаптап жатасыңар,Чапта,п-жатасыңар,PRES_2PL,VERB,VERB,"['PRES', '2PL']"
созулушат,созул,ушат,FUT_DEF_3PL,VERB,VERB,"['FUT', 'DEF', '3PL']"
илбесмин,Ил,бес-мин,PCP_FUT_NEG_PERS_1SG,VERB,VERB,"['PCP', 'FUT', 'NEG', 'PERS', '1SG']"
таппайсыздар,Тап,па-йсыздар,NEG_2PLF,VERB,VERB,"['NEG', '2PLF']"
ырыңарда,ыр,ыңарда,POSS_2PL_LOC,NOUN,NOUN,"['POSS', '2PL', 'LOC']"
курчубуз,кур,чу-буз,PST_ITER_1PL,VERB,VERB,"['PST', 'ITER', '1PL']"
саатыңарды,саат,ыңарды,POSS_2PL_ACC,NOUN,NOUN,"['POSS', '2PL', 'ACC']"
чаптамаксыз,Чапта,мак-сыз,INF_4_2SGF,VERB,VERB,"['INF', '4', '2SGF']"
коштум,Кош,тум,PST_DEF_POSS_1SG,VERB,VERB,"['PST', 'DEF', 'POSS', '1SG']"
жылмайып жатабыз,Жылмай,ып-жатабыз,PRES_1PL,VERB,VERB,"['PRES', '1PL']"
самыным,самын,ым,POSS_1SG,NOUN,NOUN,"['POSS', '1SG']"
өстүргөнбүз,Өстүр,гөн-бүз,PST_INDF_1PL,VERB,VERB,"['PST', 'INDF', '1PL']"
шаарларыңын,шаар,ларыңын,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
окумуштуулары,окумуштуу,лары,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
саптташты,саптта,шты,RECP_PST_DEF_3SG,VERB,VERB,"['RECP', 'PST', 'DEF', '3SG']"
жомокторумдан,жомок,торумдан,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
кийдиңиз,Кий,ди-ңиз,PST_DEF_POSS_2SGF,VERB,VERB,"['PST', 'DEF', 'POSS', '2SGF']"
тиштесем,Тиште,сем,COND_POSS_1SG,VERB,VERB,"['COND', 'POSS', '1SG']"
достошкон,Достош,кон,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
жүгүрүп,Жүгүр,үп,ADVV_ACC,VERB,VERB,"['ADVV', 'ACC']"
билгим,Бил,гим,INF_5_POSS_1SG,VERB,VERB,"['INF', '5', 'POSS', '1SG']"
шыпырганбыз,Шыпыр,ган-быз,PST_INDF_1PL,VERB,VERB,"['PST', 'INDF', '1PL']"
ченесең,Чене,сең,COND_POSS_2SG,VERB,VERB,"['COND', 'POSS', '2SG']"
карындашым,карындаш,ым,POSS_1SG,NOUN,NOUN,"['POSS', '1SG']"
жезделериңиздерди,жезде,лериңиздерди,PL_POSS_2PLF_ACC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ACC']"
пайыздардан,пайыз,дардан,PL_ABL,NOUN,NOUN,"['PL', 'ABL']"
бармайын,Бар,майын,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
чыныларыңды,чыны,ларыңды,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
балыктарыбызга,балык,тарыбызга,PL_POSS_1PL_DAT,NOUN,NOUN,"['PL', 'POSS', '1PL', 'DAT']"
аткаралы,аткар,алы,HOR_PL,VERB,VERB,"['HOR', 'PL']"
жууптурсуң,Жуу,птур,PST_EVID_2SG,VERB,VERB,"['PST', 'EVID', '2SG']"
чаптаганча,Чапта,ганча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
жазып,Жаз,ып,ADVV_ACC,VERB,VERB,"['ADVV', 'ACC']"
көрсүн,Көр,сүн,JUS_PL,VERB,VERB,"['JUS', 'PL']"
күтпөгөн,Күт,пө-гөн,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
достошмойунча,Достош,мойунча,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
унутушту,Унут,уш-ту,RECP_PST_DEF_3SG,VERB,VERB,"['RECP', 'PST', 'DEF', '3SG']"
илмексиз,Ил,мек-сиз,INF_4_2SGF,VERB,VERB,"['INF', '4', '2SGF']"
периштеңен,периште,ңен,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
элүүнчүнү,элүү,нчү-нү,NUM_ORD_ACC,NUM,NUM,"['NUM', 'ORD', 'ACC']"
жассаң,Жас,саң,COND_POSS_2SG,VERB,VERB,"['COND', 'POSS', '2SG']"
философубузда,философ,убузда,POSS_1PL_LOC,NOUN,NOUN,"['POSS', '1PL', 'LOC']"
жерлери,жер,лери,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
кошом,Кош,о-м,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
жазбасмын,Жаз,бас-мын,PCP_FUT_NEG_PERS_1SG,VERB,VERB,"['PCP', 'FUT', 'NEG', 'PERS', '1SG']"
энелерди,эне,лерди,PL_ACC,NOUN,NOUN,"['PL', 'ACC']"
сексенинчиде,сексен,инчи-де,NUM_ORD_LOC,NUM,NUM,"['NUM', 'ORD', 'LOC']"
арноого,Арноо,го,DAT,VERB,NOUN,['DAT']
өнөрүңдүн,өнөр,үңдүн,POSS_2SG_GEN,NOUN,NOUN,"['POSS', '2SG', 'GEN']"
үйрөнөйүн,Үйрөн,өйүн,HOR_SG,VERB,VERB,"['HOR', 'SG']"
билин,бил,ин,REFL,VERB,VERB,['REFL']
отуз төртүнчүбүз,отуз төрт,үнчү-бүз,NUM_ORD_1PL,NUM,NUM,"['NUM', 'ORD', '1PL']"
достошконсуңар,Достош,кон-суңар,PST_INDF_2PL,VERB,VERB,"['PST', 'INDF', '2PL']"
бүктөйсүздөр,Бүктө,й-сүздөр,FUT_DEF_2PLF,VERB,VERB,"['FUT', 'DEF', '2PLF']"
жашап жатамын,Жаша,п-жатамын,PRES_1SG,VERB,VERB,"['PRES', '1SG']"
айрандарыңыздын,айран,дарыңыздын,PL_POSS_2SGF_GEN,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'GEN']"
элүү тогуздан,элүү тогуз,дан,ABL,NUM,NUM,['ABL']
мугалимдериңди,мугалим,дериңди,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
тосмоксуң,Тос,мок-суң,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
талаштыр,талаш,тыр,CAUS_1,VERB,VERB,"['CAUS', '1']"
акылмандарда,акылман,дарда,PL_LOC,NOUN,NOUN,"['PL', 'LOC']"
оюндарда,оюн,дарда,PL_LOC,NOUN,NOUN,"['PL', 'LOC']"
чаптамаксың,Чапта,мак-сың,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
жараныңыз,жаран,ыңыз,POSS_2SGF,NOUN,NOUN,"['POSS', '2SGF']"
актап жатам,акта,п-жатам,PRES_POSS_1SG,VERB,VERB,"['PRES', 'POSS', '1SG']"
урууда,Ур,уу-да,LOC,VERB,NOUN,['LOC']
токсон экинчисиздер,токсон эки,нчи-сиздер,NUM_ORD_3PL,NUM,NUM,"['NUM', 'ORD', '3PL']"
өстүрөр,Өстүр,өр,PCP_FUT_DEF,VERB,VERB,"['PCP', 'FUT', 'DEF']"
унутчу,Унут,чу,PST_ITER,VERB,VERB,"['PST', 'ITER']"
мейманыбызга,мейман,ыбызга,POSS_1PL_DAT,NOUN,NOUN,"['POSS', '1PL', 'DAT']"
жыйырма төрттө,жыйырма төрт,тө,LOC,NUM,NUM,['LOC']
актёрумда,актёр,умда,POSS_1SG_LOC,NOUN,NOUN,"['POSS', '1SG', 'LOC']"
таштамаксың,Ташта,мак-сың,INF_4_2SG,VERB,VERB,"['INF', '4', '2SG']"
жаттап жатасыңар,Жатта,п-жатасыңар,PRES_2PL,VERB,VERB,"['PRES', '2PL']"
тарыхыңа,тарых,ыңа,POSS_2SG_DAT,NOUN,NOUN,"['POSS', '2SG', 'DAT']"
сапаттап жатамын,сапатта,п-жатамын,PRES_1SG,VERB,VERB,"['PRES', '1SG']"
мергенчилериңен,мергенчи,лериңен,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
ырымды,ыр,ымды,POSS_1SG_ACC,NOUN,NOUN,"['POSS', '1SG', 'ACC']"
поездиңде,поезд,иңде,POSS_2SG_LOC,NOUN,NOUN,"['POSS', '2SG', 'LOC']"
балкаларыңарда,балка,ларыңарда,PL_POSS_2PL_LOC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'LOC']"
сырдабачудай,Сырда,ба-чудай,FUT_INDF_3SG,VERB,VERB,"['FUT', 'INDF', '3SG']"
гүлүңөргө,гүл,үңөргө,POSS_2PL_DAT,NOUN,NOUN,"['POSS', '2PL', 'DAT']"
куштарыңды,куш,тарыңды,PL_POSS_2SG_ACC,NOUN,NOUN,"['PL', 'POSS', '2SG', 'ACC']"
чымыныңдан,чымын,ыңдан,POSS_2SG_ABL,NOUN,NOUN,"['POSS', '2SG', 'ABL']"
казып жатасыңар,Каз,ып-жатасыңар,PRES_2PL,VERB,VERB,"['PRES', '2PL']"
сурадыңыз,Сура,ды-ңыз,PST_DEF_POSS_2SGF,VERB,VERB,"['PST', 'DEF', 'POSS', '2SGF']"
укпайсың,Ук,па-йсың,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
мейманыбызда,мейман,ыбызда,POSS_1PL_LOC,NOUN,NOUN,"['POSS', '1PL', 'LOC']"
токочторуман,токоч,торуман,PL_POSS_1SG_ABL,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ABL']"
юристтерибиздин,юрист,терибиздин,PL_POSS_2PL_GEN,NOUN,NOUN,"['PL', 'POSS', '2PL', 'GEN']"
келиндеримдин,келин,деримдин,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
аткарууда,аткар,уу-да,LOC,VERB,NOUN,['LOC']
өкмөттөрүбүздүн,өкмөт,төрүбүздүн,PL_POSS_1PL_GEN,NOUN,NOUN,"['PL', 'POSS', '1PL', 'GEN']"
ырларыңдын,ыр,ларыңдын,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
күлүп жатат,Күл,үп-жат-а-т,PRES_3SG,VERB,VERB,"['PRES', '3SG']"
баштар,Башта,р,PCP_FUT_DEF,VERB,VERB,"['PCP', 'FUT', 'DEF']"
талашабыз,талаш,абыз,FUT_DEF_1PL,VERB,VERB,"['FUT', 'DEF', '1PL']"
алыштыңар,алыш,тыңар,PST_DEF_POSS_2PL,VERB,VERB,"['PST', 'DEF', 'POSS', '2PL']"
эжелериңиздерден,эже,лериңиздерден,PL_POSS_2PLF_ABL,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ABL']"
текшерүүнүн,Текшер,үү-нүн,GEN,VERB,NOUN,['GEN']
каармандарыңыздарды,каарман,дарыңыздарды,PL_POSS_2PLF_ACC,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ACC']"
асмандарыңардан,асман,дарыңардан,PL_POSS_2PL_ABL,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ABL']"
ырларыңардан,ыр,ларыңардан,PL_POSS_2PL_ABL,NOUN,NOUN,"['PL', 'POSS', '2PL', 'ABL']"
айтып жатам,Айт,ып-жатам,PRES_POSS_1SG,VERB,VERB,"['PRES', 'POSS', '1SG']"
жетимиш алтынын,жетимиш алты,нын,GEN,NUM,NUM,['GEN']
күлөрсүң,Күл,өр-сүң,FUT_INDF_2SG,VERB,VERB,"['FUT', 'INDF', '2SG']"
түртсөк,Түрт,сөк,COND_POSS_1PL,VERB,VERB,"['COND', 'POSS', '1PL']"
түзчүсүңөр,Түз,чү-сүңөр,PST_ITER_2PL,VERB,VERB,"['PST', 'ITER', '2PL']"
таштоочу,Ташта,оочу,PCP_PR,VERB,VERB,"['PCP', 'PR']"
туруптурсуңар,Тур,уптур-суңар,PST_EVID_2PL,VERB,VERB,"['PST', 'EVID', '2PL']"
таштарыңыздан,таш,тарыңыздан,PL_POSS_2SGF_ABL,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ABL']"
жаранбыз,жаран,быз,PERS_1PL,NOUN,NOUN,"['PERS', '1PL']"
ойгонбогой,Ойгон,бо-гой,PREM,VERB,VERB,['PREM']
изделүүдө,Изде,лүү-дө,PRES,VERB,VERB,['PRES']
элүү үчтөн,элүү үч,төн,ABL,NUM,NUM,['ABL']
достошчубуз,Достош,чу-буз,PST_ITER_1PL,VERB,VERB,"['PST', 'ITER', '1PL']"
мээримдүүрөөк,мээримдүү,рөөк,COMP,ADJECTIVE,ADJECTIVE,['COMP']
мугалимдериңен,мугалим,дериңен,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
айраныңыздарга,айран,ыңыздарга,POSS_2PLF_DAT,NOUN,NOUN,"['POSS', '2PLF', 'DAT']"
келбечү,Кел,бе-чү,NEG_PST_ITER_3SG,VERB,VERB,"['NEG', 'PST', 'ITER', '3SG']"
бериптирсиз,Бер,иптир-сиз,PST_EVID_2SGF,VERB,VERB,"['PST', 'EVID', '2SGF']"
эстедиңер,Эсте,ди-ңер,PST_DEF_POSS_2PL,VERB,VERB,"['PST', 'DEF', 'POSS', '2PL']"
мырзаларыңардын,мырза,ларыңардын,PL_POSS_2PL_GEN,NOUN,NOUN,"['PL', 'POSS', '2PL', 'GEN']"
курбайсыңар,кур,ба-йсыңар,NEG_2PL,VERB,VERB,"['NEG', '2PL']"
адамында,адам,ында,POSS_3PL_LOC,NOUN,NOUN,"['POSS', '3PL', 'LOC']"
канаттуубузга,канаттуу,бузга,POSS_1PL_DAT,NOUN,NOUN,"['POSS', '1PL', 'DAT']"
өнөрлөрүмдү,өнөр,лөрүмдү,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
ойлонуп жатабыз,Ойлон,уп-жатабыз,PRES_1PL,VERB,VERB,"['PRES', '1PL']"
чаптың,Чап,тың,PST_DEF_POSS_2SG,VERB,VERB,"['PST', 'DEF', 'POSS', '2SG']"
ачамын,Ач,а-мын,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
сындашпайт,сында,шпайт,NEG_FUT_DEF_3PL,VERB,VERB,"['NEG', 'FUT', 'DEF', '3PL']"
саткан,Сат,кан,PST_INDF_PERS_3SG,VERB,VERB,"['PST', 'INDF', 'PERS', '3SG']"
актайсиз,акта,й-сиз,FUT_DEF_2SGF,VERB,VERB,"['FUT', 'DEF', '2SGF']"
айнегимин,айнек,имин,POSS_1SG_GEN,NOUN,NOUN,"['POSS', '1SG', 'GEN']"
ойлонбос,Ойлон,бос ,FUT_INDF_NEG,VERB,VERB,"['FUT', 'INDF', 'NEG']"
чапсаңар,Чап,саң-ар,COND_POSS_2PL,VERB,VERB,"['COND', 'POSS', '2PL']"
сүттөрүмдүн,сүт,төрүмдүн,PL_POSS_1SG_GEN,NOUN,NOUN,"['PL', 'POSS', '1SG', 'GEN']"
неберелериңиздерден,небере,лериңиздерден,PL_POSS_2PLF_ABL,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'ABL']"
кошуналарыңыздан,кошуна,ларыңыздан,PL_POSS_2SGF_ABL,NOUN,NOUN,"['PL', 'POSS', '2SGF', 'ABL']"
чыгарсың,Чык,ар-сың,FUT_INDF_2SG,VERB,VERB,"['FUT', 'INDF', '2SG']"
караса,Кара,са,COND,VERB,VERB,['COND']
апаларда,апа,ларда,PL_LOC,NOUN,NOUN,"['PL', 'LOC']"
бүктөмөкмүн,Бүктө,мөк-мүн,INF_4_1SG,VERB,VERB,"['INF', '4', '1SG']"
макалсың,макал,сың,PERS_2SG,NOUN,NOUN,"['PERS', '2SG']"
саатыңыздын,саат,ыңыздын,POSS_2SGF_GEN,NOUN,NOUN,"['POSS', '2SGF', 'GEN']"
арнашат,арна,шат,FUT_DEF_3PL,VERB,VERB,"['FUT', 'DEF', '3PL']"
күтөмүн,Күт,ө-мүн,FUT_DEF_1SG,VERB,VERB,"['FUT', 'DEF', '1SG']"
балыктарыңарда,балык,тарыңарда,PL_POSS_2PL_LOC,NOUN,NOUN,"['PL', 'POSS', '2PL', 'LOC']"
куштарында,куш,тарында,PL_POSS_3SG_LOC,NOUN,NOUN,"['PL', 'POSS', '3SG', 'LOC']"
достошпогон,Достош,по-гон,NEG_PST_INDF_3SG,VERB,VERB,"['NEG', 'PST', 'INDF', '3SG']"
кубулгансыз,кубул,ган-сыз,PST_INDF_2SGF,VERB,VERB,"['PST', 'INDF', '2SGF']"
пайызсың,пайыз,сың,PERS_2SG,NOUN,NOUN,"['PERS', '2SG']"
бермейин,Бер,мейин,ADVV_NEG,VERB,VERB,"['ADVV', 'NEG']"
ойгонуңуздар,Ойгон,уңуздар,IMP_PLF,VERB,VERB,"['IMP', 'PLF']"
арнабайсың,арна,ба-йсың,NEG_2SG,VERB,VERB,"['NEG', '2SG']"
алмаларыбыздын,алма,ларыбыздын,PL_POSS_1PL_GEN,NOUN,NOUN,"['PL', 'POSS', '1PL', 'GEN']"
шымымдын,шым,ымдын,POSS_1SG_GEN,NOUN,NOUN,"['POSS', '1SG', 'GEN']"
өнөрлөрү,өнөр,лөрү,PL_POSS_3SG,NOUN,NOUN,"['PL', 'POSS', '3SG']"
окучу,Оку,чу,PREC_1,VERB,VERB,"['PREC', '1']"
алышсам,алыш,сам,COND_POSS_1SG,VERB,VERB,"['COND', 'POSS', '1SG']"
тарыхтарымы,тарых,тарымы,PL_POSS_1SG_ACC,NOUN,NOUN,"['PL', 'POSS', '1SG', 'ACC']"
салыштырышсын,салыштыр,ышсын,JUS_PL,VERB,VERB,"['JUS', 'PL']"
бекитип жатасыз,Бекит,ип-жатасыз,PRES_2SGF,VERB,VERB,"['PRES', '2SGF']"
тилдегим,тилде,гим,INF_5_POSS_1SG,VERB,VERB,"['INF', '5', 'POSS', '1SG']"
коркутмакмын,Коркут,мак-мын,INF_4_1SG,VERB,VERB,"['INF', '4', '1SG']"
сапаттарына,сапат,тарына,PL_POSS_3PL_DAT,NOUN,NOUN,"['PL', 'POSS', '3PL', 'DAT']"
балкаларыңыздарга,балка,ларыңыздарга,PL_POSS_2PLF_DAT,NOUN,NOUN,"['PL', 'POSS', '2PLF', 'DAT']"
актап жатасың,акта,п-жатасың,PRES_2SG,VERB,VERB,"['PRES', '2SG']"
жүгүрүшсүн,Жүгүр,үшсүн,JUS_PL,VERB,VERB,"['JUS', 'PL']"
коркуткуча,Коркут,куча,ADVV_SUC,VERB,VERB,"['ADVV', 'SUC']"
тапсак,Тап,сак,COND_POSS_1PL,VERB,VERB,"['COND', 'POSS', '1PL']"
чаптагым,Чапта,гым,OPT_POSS_1SG,VERB,VERB,"['OPT', 'POSS', '1SG']"
